feedback_id,user_id,product_id,rating,date,type,comment
154,8418,38,4.0,2021-08-11,その他,Feedback_154
155,6278,85,5.0,2021-08-27,サービス,Feedback_155
156,6280,15,5.0,2021-09-26,サービス,Feedback_156
157,5314,43,5.0,2021-11-10,サービス,Feedback_157
158,3567,10,4.0,2021-06-23,商品,Feedback_158
159,5725,43,2.0,2021-09-12,その他,Feedback_159
160,8837,95,4.0,2021-07-17,サービス,Feedback_160
161,3684,38,5.0,2021-11-28,商品,Feedback_161
162,3130,95,0.0,2021-01-13,商品,Feedback_162
163,4144,100,2.0,2021-06-13,サービス,Feedback_163
164,5229,98,5.0,2021-07-05,商品,Feedback_164
165,374,42,5.0,2021-03-20,サービス,Feedback_165
166,6258,27,4.0,2021-05-03,商品,Feedback_166
167,588,45,4.0,2021-07-16,サービス,Feedback_167
168,9441,82,3.0,2021-12-16,サービス,Feedback_168
169,2353,4,5.0,2021-03-04,サービス,Feedback_169
170,8283,28,5.0,2021-02-06,その他,Feedback_170
171,6555,85,3.0,2021-06-13,商品,Feedback_171
172,2267,10,5.0,2021-10-03,その他,Feedback_172
173,887,3,4.0,2021-12-23,サービス,Feedback_173
174,9558,72,0.0,2021-01-21,サービス,Feedback_174
175,453,78,2.0,2021-01-05,商品,Feedback_175
176,2837,99,5.0,2021-10-18,その他,Feedback_176
177,7970,54,4.0,2021-11-30,その他,Feedback_177
178,7203,37,4.0,2021-10-16,その他,Feedback_178
179,3863,67,4.0,2021-04-04,商品,Feedback_179
180,354,22,4.0,2021-07-15,商品,Feedback_180
181,9738,47,5.0,2021-03-04,サービス,Feedback_181
182,1344,77,5.0,2021-06-24,サービス,Feedback_182
183,656,43,5.0,2021-04-18,サービス,Feedback_183
184,8318,59,1.0,2021-07-20,サービス,Feedback_184
185,6871,86,5.0,2021-11-05,サービス,Feedback_185
186,5613,61,3.0,2021-04-24,サービス,Feedback_186
187,1645,52,3.0,2021-03-20,その他,Feedback_187
188,3419,6,5.0,2021-07-17,その他,Feedback_188
189,8076,72,2.0,2021-06-10,サービス,Feedback_189
190,3134,87,3.0,2021-07-08,商品,Feedback_190
191,308,73,5.0,2021-11-19,その他,Feedback_191
192,3,45,5.0,2021-03-07,商品,Feedback_192
193,3135,77,5.0,2021-11-12,その他,Feedback_193
194,1680,38,2.0,2021-11-24,その他,Feedback_194
195,7603,33,4.0,2021-12-20,その他,Feedback_195
196,8493,84,5.0,2021-07-24,その他,Feedback_196
197,4396,20,4.0,2021-06-17,その他,Feedback_197
198,3871,21,5.0,2021-03-25,その他,Feedback_198
199,385,61,5.0,2021-08-23,サービス,Feedback_199
200,4196,18,3.0,2021-11-15,サービス,Feedback_200
201,1070,87,5.0,2021-04-05,サービス,Feedback_201
202,8238,30,4.0,2021-03-02,その他,Feedback_202
203,2260,59,2.0,2021-07-09,サービス,Feedback_203
204,6763,81,4.0,2021-05-03,サービス,Feedback_204
205,4814,90,5.0,2021-06-15,商品,Feedback_205
206,3185,23,5.0,2021-01-23,その他,Feedback_206
207,6699,66,4.0,2021-07-25,サービス,Feedback_207
208,9553,87,1.0,2021-12-01,その他,Feedback_208
209,3889,65,3.0,2021-08-09,その他,Feedback_209
210,4040,49,3.0,2021-07-04,その他,Feedback_210
211,2442,52,4.0,2021-06-10,サービス,Feedback_211
212,7535,11,1.0,2021-05-10,商品,Feedback_212
213,5690,77,1.0,2021-07-22,サービス,Feedback_213
214,1888,80,4.0,2021-05-29,サービス,Feedback_214
215,3459,43,4.0,2021-02-16,サービス,Feedback_215
216,1616,3,4.0,2021-09-08,サービス,Feedback_216
217,7013,25,5.0,2021-10-08,商品,Feedback_217
218,3405,71,2.0,2021-05-18,サービス,Feedback_218
219,1372,35,5.0,2021-11-17,その他,Feedback_219
220,9116,61,5.0,2021-05-01,サービス,Feedback_220
221,7744,75,2.0,2021-03-13,その他,Feedback_221
222,1501,33,5.0,2021-10-12,その他,Feedback_222
223,1745,97,5.0,2021-03-19,商品,Feedback_223
224,5635,91,4.0,2021-02-13,その他,Feedback_224
225,1880,77,5.0,2021-09-27,サービス,Feedback_225
226,3585,45,4.0,2021-01-03,サービス,Feedback_226
227,3648,97,4.0,2021-10-17,その他,Feedback_227
228,7299,93,2.0,2021-12-05,その他,Feedback_228
229,6923,44,5.0,2021-12-16,その他,Feedback_229
230,9845,69,3.0,2021-08-15,その他,Feedback_230
231,9617,64,4.0,2021-07-10,サービス,Feedback_231
232,1193,14,3.0,2021-10-23,サービス,Feedback_232
233,9576,27,5.0,2021-08-09,商品,Feedback_233
234,4294,62,3.0,2021-01-13,サービス,Feedback_234
235,7649,34,4.0,2021-11-19,サービス,Feedback_235
236,7890,18,3.0,2021-02-25,サービス,Feedback_236
237,2458,46,5.0,2021-08-12,その他,Feedback_237
238,7484,3,5.0,2021-05-23,商品,Feedback_238
239,6916,36,5.0,2021-07-04,サービス,Feedback_239
240,1328,14,5.0,2021-06-24,商品,Feedback_240
241,1192,4,5.0,2021-08-01,サービス,Feedback_241
242,4350,59,5.0,2021-06-30,商品,Feedback_242
243,9704,46,5.0,2021-08-09,商品,Feedback_243
244,8550,56,5.0,2021-12-07,その他,Feedback_244
245,3274,37,3.0,2021-09-20,商品,Feedback_245
246,8524,38,3.0,2021-06-29,サービス,Feedback_246
247,4727,62,2.0,2021-03-26,その他,Feedback_247
248,1882,5,5.0,2021-08-23,その他,Feedback_248
249,570,49,5.0,2021-05-21,サービス,Feedback_249
250,3858,65,5.0,2021-01-20,その他,Feedback_250
251,2802,49,3.0,2021-10-24,サービス,Feedback_251
252,9442,80,5.0,2021-02-11,商品,Feedback_252
253,2462,70,5.0,2021-06-25,サービス,Feedback_253
254,4707,26,1.0,2021-03-17,商品,Feedback_254
255,2619,16,5.0,2021-12-12,その他,Feedback_255
256,3825,59,1.0,2021-08-30,サービス,Feedback_256
257,1712,92,5.0,2021-04-02,その他,Feedback_257
258,7731,88,4.0,2021-06-13,その他,Feedback_258
259,7925,96,1.0,2021-01-04,サービス,Feedback_259
260,4413,21,0.0,2021-11-08,商品,Feedback_260
261,4834,28,4.0,2021-12-11,商品,Feedback_261
262,7613,99,3.0,2021-05-01,サービス,Feedback_262
263,4263,35,4.0,2021-11-19,サービス,Feedback_263
264,8727,32,4.0,2021-01-08,その他,Feedback_264
265,2849,17,0.0,2021-06-03,サービス,Feedback_265
266,9903,54,5.0,2021-10-13,商品,Feedback_266
267,8614,83,5.0,2021-03-13,サービス,Feedback_267
268,3419,10,4.0,2021-04-15,サービス,Feedback_268
269,1151,24,2.0,2021-01-03,サービス,Feedback_269
270,5771,59,4.0,2021-11-11,商品,Feedback_270
271,2284,76,2.0,2021-04-03,サービス,Feedback_271
272,9133,53,4.0,2021-06-10,サービス,Feedback_272
273,2121,71,4.0,2021-07-30,商品,Feedback_273
274,3440,62,5.0,2021-01-15,商品,Feedback_274
275,2796,83,0.0,2021-03-31,その他,Feedback_275
276,8033,9,5.0,2021-02-23,その他,Feedback_276
277,9006,16,5.0,2021-06-26,サービス,Feedback_277
278,6402,25,5.0,2021-09-08,サービス,Feedback_278
279,7776,89,3.0,2021-08-09,サービス,Feedback_279
280,7890,32,4.0,2021-08-19,サービス,Feedback_280
281,5315,86,4.0,2021-01-16,サービス,Feedback_281
282,1690,49,2.0,2021-06-26,商品,Feedback_282
283,4202,81,5.0,2021-06-09,商品,Feedback_283
284,3723,95,4.0,2021-01-13,商品,Feedback_284
285,9636,12,4.0,2021-05-29,商品,Feedback_285
286,5986,69,5.0,2021-10-18,サービス,Feedback_286
287,7356,52,5.0,2021-12-25,その他,Feedback_287
288,5824,86,2.0,2021-04-08,サービス,Feedback_288
289,7311,11,5.0,2021-06-20,その他,Feedback_289
290,3566,91,4.0,2021-02-07,サービス,Feedback_290
291,9899,49,3.0,2021-02-22,商品,Feedback_291
292,8315,12,5.0,2021-03-02,商品,Feedback_292
293,339,36,3.0,2021-02-23,その他,Feedback_293
294,228,8,5.0,2021-03-27,サービス,Feedback_294
295,823,49,4.0,2021-07-12,商品,Feedback_295
296,775,87,5.0,2021-08-27,商品,Feedback_296
297,2211,21,5.0,2021-10-11,サービス,Feedback_297
298,8940,39,4.0,2021-11-07,サービス,Feedback_298
299,3601,35,5.0,2021-06-19,商品,Feedback_299
300,6040,87,3.0,2021-02-26,商品,Feedback_300
301,1087,92,4.0,2021-01-13,商品,Feedback_301
302,1301,53,5.0,2021-07-26,その他,Feedback_302
303,7327,12,5.0,2021-03-19,サービス,Feedback_303
304,9822,90,3.0,2021-10-19,商品,Feedback_304
305,625,94,5.0,2021-08-25,サービス,Feedback_305
306,4624,15,5.0,2021-12-19,サービス,Feedback_306
307,6418,34,1.0,2021-12-18,その他,Feedback_307
308,6578,31,4.0,2021-06-16,サービス,Feedback_308
309,602,54,2.0,2021-04-03,サービス,Feedback_309
310,794,46,4.0,2021-05-24,その他,Feedback_310
311,6933,81,5.0,2021-05-23,その他,Feedback_311
312,4382,21,5.0,2021-12-20,サービス,Feedback_312
313,1058,12,5.0,2021-01-28,商品,Feedback_313
314,8748,89,4.0,2021-09-11,サービス,Feedback_314
315,8545,86,5.0,2021-06-15,サービス,Feedback_315
316,8399,56,5.0,2021-04-20,商品,Feedback_316
317,5112,84,1.0,2021-12-09,サービス,Feedback_317
318,237,76,3.0,2021-10-15,サービス,Feedback_318
319,9671,78,1.0,2021-01-18,商品,Feedback_319
320,282,98,5.0,2021-12-21,サービス,Feedback_320
321,1955,36,5.0,2021-08-25,サービス,Feedback_321
322,5514,22,5.0,2021-01-09,サービス,Feedback_322
323,1389,59,2.0,2021-09-21,サービス,Feedback_323
324,5704,75,5.0,2021-06-20,サービス,Feedback_324
325,8453,28,5.0,2021-09-05,サービス,Feedback_325
326,6809,81,1.0,2021-02-28,商品,Feedback_326
327,4544,37,4.0,2021-10-20,サービス,Feedback_327
328,6173,30,3.0,2021-11-08,商品,Feedback_328
329,3628,57,5.0,2021-07-07,その他,Feedback_329
330,6560,100,3.0,2021-09-30,サービス,Feedback_330
331,9947,87,3.0,2021-09-22,その他,Feedback_331
332,3386,20,3.0,2021-10-16,商品,Feedback_332
333,7246,76,3.0,2021-12-01,サービス,Feedback_333
334,3393,21,5.0,2021-07-04,商品,Feedback_334
335,4371,20,5.0,2021-04-20,商品,Feedback_335
336,3054,44,4.0,2021-02-06,商品,Feedback_336
337,8445,74,3.0,2021-10-13,サービス,Feedback_337
338,3116,43,2.0,2021-07-24,サービス,Feedback_338
339,5487,48,2.0,2021-03-17,サービス,Feedback_339
340,390,78,5.0,2021-11-23,サービス,Feedback_340
341,1408,33,4.0,2021-11-19,サービス,Feedback_341
342,8554,83,2.0,2021-12-24,商品,Feedback_342
343,6115,57,3.0,2021-05-19,商品,Feedback_343
344,968,45,5.0,2021-09-08,その他,Feedback_344
345,2051,55,1.0,2021-06-09,サービス,Feedback_345
346,555,36,5.0,2021-02-15,サービス,Feedback_346
347,1875,25,5.0,2021-12-11,その他,Feedback_347
348,8639,31,4.0,2021-11-30,商品,Feedback_348
349,3004,93,3.0,2021-03-17,商品,Feedback_349
350,6866,84,5.0,2021-11-20,サービス,Feedback_350
351,9845,9,5.0,2021-07-05,その他,Feedback_351
352,1274,49,0.0,2021-11-15,サービス,Feedback_352
353,2943,77,4.0,2021-07-01,サービス,Feedback_353
354,1294,48,5.0,2021-09-28,その他,Feedback_354
355,6141,95,3.0,2021-08-11,その他,Feedback_355
356,6458,53,3.0,2021-12-15,商品,Feedback_356
357,1985,98,4.0,2021-12-24,その他,Feedback_357
358,6499,54,5.0,2021-08-13,商品,Feedback_358
359,6716,96,3.0,2021-09-01,商品,Feedback_359
360,3066,56,2.0,2021-11-01,商品,Feedback_360
361,3306,52,5.0,2021-10-11,商品,Feedback_361
362,8322,25,5.0,2021-07-09,その他,Feedback_362
363,3273,91,5.0,2021-03-04,サービス,Feedback_363
364,8975,22,1.0,2021-06-06,サービス,Feedback_364
365,23,49,5.0,2021-05-24,商品,Feedback_365
366,5908,63,5.0,2021-01-10,その他,Feedback_366
367,7251,80,5.0,2021-03-09,その他,Feedback_367
368,8385,87,2.0,2021-05-07,その他,Feedback_368
369,1926,58,1.0,2021-05-30,サービス,Feedback_369
370,3315,62,4.0,2021-07-31,商品,Feedback_370
371,7007,18,5.0,2021-02-22,サービス,Feedback_371
372,2652,43,0.0,2021-08-03,商品,Feedback_372
373,4716,12,5.0,2021-08-01,サービス,Feedback_373
374,8533,90,5.0,2021-08-21,サービス,Feedback_374
375,1705,4,2.0,2021-02-02,その他,Feedback_375
376,9777,97,3.0,2021-03-10,サービス,Feedback_376
377,8637,23,3.0,2021-12-02,サービス,Feedback_377
378,4618,14,4.0,2021-12-22,商品,Feedback_378
379,3388,56,5.0,2021-07-05,サービス,Feedback_379
380,4222,19,5.0,2021-10-30,その他,Feedback_380
381,4751,95,5.0,2021-06-21,サービス,Feedback_381
382,7185,3,5.0,2021-11-30,その他,Feedback_382
383,6700,33,5.0,2021-05-01,サービス,Feedback_383
384,5132,21,5.0,2021-04-26,その他,Feedback_384
385,6537,71,2.0,2021-02-03,その他,Feedback_385
386,5035,48,5.0,2021-02-02,その他,Feedback_386
387,1700,24,2.0,2021-04-17,サービス,Feedback_387
388,7859,10,5.0,2021-03-24,サービス,Feedback_388
389,1595,9,4.0,2021-08-23,サービス,Feedback_389
390,3234,21,1.0,2021-03-11,サービス,Feedback_390
391,4677,41,4.0,2021-02-25,サービス,Feedback_391
392,1668,38,2.0,2021-07-31,サービス,Feedback_392
393,7465,14,2.0,2021-11-09,その他,Feedback_393
394,1055,81,5.0,2021-01-28,サービス,Feedback_394
395,8684,32,3.0,2021-06-27,サービス,Feedback_395
396,1699,79,5.0,2021-12-23,商品,Feedback_396
397,7411,18,5.0,2021-05-28,サービス,Feedback_397
398,7385,55,3.0,2021-12-21,商品,Feedback_398
399,2028,69,5.0,2021-07-10,その他,Feedback_399
400,5545,8,3.0,2021-06-12,商品,Feedback_400
401,7623,95,5.0,2021-07-29,サービス,Feedback_401
402,4092,22,5.0,2021-03-10,サービス,Feedback_402
403,3824,72,4.0,2021-08-24,商品,Feedback_403
404,4087,64,1.0,2021-05-12,その他,Feedback_404
405,2825,46,5.0,2021-05-17,サービス,Feedback_405
406,2319,38,3.0,2021-01-15,商品,Feedback_406
407,1350,96,0.0,2021-07-13,商品,Feedback_407
408,1810,61,5.0,2021-02-15,商品,Feedback_408
409,2780,75,5.0,2021-10-09,商品,Feedback_409
410,4966,16,5.0,2021-12-13,商品,Feedback_410
411,6504,79,5.0,2021-12-10,商品,Feedback_411
412,2689,26,0.0,2021-02-15,商品,Feedback_412
413,2850,43,3.0,2021-02-04,商品,Feedback_413
414,8962,19,5.0,2021-10-25,その他,Feedback_414
415,3479,42,4.0,2021-04-18,サービス,Feedback_415
416,6239,8,4.0,2021-08-25,商品,Feedback_416
417,297,55,1.0,2021-03-24,サービス,Feedback_417
418,6812,71,1.0,2021-04-30,サービス,Feedback_418
419,4248,16,3.0,2021-06-30,商品,Feedback_419
420,2512,80,5.0,2021-01-25,サービス,Feedback_420
421,5087,44,2.0,2021-04-26,商品,Feedback_421
422,480,53,2.0,2021-05-08,サービス,Feedback_422
423,3382,72,0.0,2021-10-06,サービス,Feedback_423
424,5141,32,5.0,2021-04-14,サービス,Feedback_424
425,9147,37,5.0,2021-06-01,サービス,Feedback_425
426,9622,88,5.0,2021-09-30,その他,Feedback_426
427,2339,44,4.0,2021-02-10,その他,Feedback_427
428,3843,54,4.0,2021-08-12,サービス,Feedback_428
429,3634,8,4.0,2021-09-03,その他,Feedback_429
430,5735,63,5.0,2021-09-26,その他,Feedback_430
431,5586,4,5.0,2021-02-20,商品,Feedback_431
432,6060,79,2.0,2021-11-12,その他,Feedback_432
433,1801,62,2.0,2021-11-14,サービス,Feedback_433
434,5471,88,5.0,2021-10-12,商品,Feedback_434
435,8925,32,3.0,2021-08-20,商品,Feedback_435
436,7609,77,2.0,2021-11-22,サービス,Feedback_436
437,1607,68,0.0,2021-12-02,サービス,Feedback_437
438,415,72,3.0,2021-11-20,サービス,Feedback_438
439,936,80,5.0,2021-08-11,サービス,Feedback_439
440,3355,82,1.0,2021-07-28,サービス,Feedback_440
441,4722,77,5.0,2021-11-14,サービス,Feedback_441
442,6990,100,3.0,2021-11-22,その他,Feedback_442
443,3690,35,2.0,2021-06-15,商品,Feedback_443
444,630,27,4.0,2021-06-19,その他,Feedback_444
445,643,65,5.0,2021-11-19,商品,Feedback_445
446,1528,23,5.0,2021-12-20,その他,Feedback_446
447,521,64,4.0,2021-04-15,商品,Feedback_447
448,1950,13,5.0,2021-11-12,その他,Feedback_448
449,9607,64,5.0,2021-09-27,サービス,Feedback_449
450,7097,98,5.0,2021-11-11,商品,Feedback_450
451,7879,37,5.0,2021-05-29,その他,Feedback_451
452,2240,48,3.0,2021-04-28,その他,Feedback_452
453,9214,60,0.0,2021-12-17,サービス,Feedback_453
454,423,50,5.0,2021-08-04,商品,Feedback_454
455,831,77,1.0,2021-04-03,その他,Feedback_455
456,1018,31,5.0,2021-02-27,サービス,Feedback_456
457,2749,42,4.0,2021-05-18,商品,Feedback_457
458,4368,20,2.0,2021-04-05,サービス,Feedback_458
459,2016,27,5.0,2021-07-07,その他,Feedback_459
460,2556,96,2.0,2021-10-27,商品,Feedback_460
461,8499,31,3.0,2021-12-24,商品,Feedback_461
462,8568,29,3.0,2021-03-12,サービス,Feedback_462
463,5197,82,4.0,2021-04-07,その他,Feedback_463
464,9621,82,5.0,2021-12-18,サービス,Feedback_464
465,9611,90,5.0,2021-04-02,その他,Feedback_465
466,350,31,5.0,2021-07-10,サービス,Feedback_466
467,4685,82,1.0,2021-04-11,商品,Feedback_467
468,9577,42,2.0,2021-09-19,商品,Feedback_468
469,9562,8,0.0,2021-01-11,商品,Feedback_469
470,1781,43,0.0,2021-10-30,その他,Feedback_470
471,2026,64,3.0,2021-05-22,商品,Feedback_471
472,7551,40,5.0,2021-06-16,商品,Feedback_472
473,6267,33,1.0,2021-03-01,サービス,Feedback_473
474,6768,32,5.0,2021-08-29,サービス,Feedback_474
475,2686,16,5.0,2021-02-22,その他,Feedback_475
476,1901,75,5.0,2021-09-25,サービス,Feedback_476
477,4706,21,2.0,2021-02-25,商品,Feedback_477
478,3213,53,4.0,2021-10-12,商品,Feedback_478
479,5184,33,3.0,2021-08-06,サービス,Feedback_479
480,7533,31,4.0,2021-10-29,サービス,Feedback_480
481,7610,91,4.0,2021-02-05,サービス,Feedback_481
482,7951,8,5.0,2021-05-20,サービス,Feedback_482
483,5004,24,3.0,2021-06-13,サービス,Feedback_483
484,8342,39,5.0,2021-05-10,サービス,Feedback_484
485,600,7,0.0,2021-03-22,サービス,Feedback_485
486,9540,38,4.0,2021-04-09,商品,Feedback_486
487,1810,19,5.0,2021-12-01,サービス,Feedback_487
488,5180,26,5.0,2021-12-04,サービス,Feedback_488
489,4770,32,3.0,2021-01-27,サービス,Feedback_489
490,3255,19,3.0,2021-01-21,商品,Feedback_490
491,3040,79,5.0,2021-10-25,その他,Feedback_491
492,2707,44,4.0,2021-11-07,その他,Feedback_492
